UNO,COST,CMTL,CFUEL,CEQPT,CLABOR,CPROP,MTL,FUEL,EQPT,LABOR,PROP,REVENUE,OUTPUT,PK,K,LOADFCTR,STAGE,POINTS,YEAR,BAD,FIRM,T,LC,LQ,LF,LM,LE,LL,LP,VARCOST,LVC,PM,PF,PE,PL,PP,LPM,LPF,LPL,LPE,LPP,P1,P2,P3,P4,CN,LQ2,TFIRM,LSTAGE,LPF_PP,LPE_PP,LPL_PP,LC_PP 
1,1686630,501373.2500000,421193.9375000,199900.0625000,590203.8750000,37490.7187500,1.2655849,1.0197811,1.0364170,1.1029062,1.6400652,1510781,1.1019821,.8037274,1.1093264,.5517947,1284.6000977,149,1974,0,9,5,14.3382435,.0971105,.0195880,.2355344,.0357696,.0979487,.4947360,1686629.1250000,14.3382425,396159.3125000,413023.8750000,192876.0937500,535135.1250000,22859.2851563,12.8895721,12.9312611,13.1902742,12.1698036,10.0371122,2.8524599,2.8941488,2.1326914,3.1531620,-10.2630615,.0094304,10,7.1582027,2.8941488,2.1326914,3.1531620,4.3011303 
1,1708778,581037.9375000,373568.6875000,201095.6875000,579412.2500000,40130.1171875,1.3331881,.9594995,.9678456,.9970292,1.4986687,1591898,1.0170412,.8827797,1.0360374,.5193388,1349.3000488,118,1975,0,9,6,14.3512888,.0168976,-.0413435,.2875731,-.0326827,-.0029752,.4045772,1708777.1250000,14.3512888,435825.9375000,389337.0312500,207776.6093750,581138.6875000,26777.1777344,12.9849977,12.8722010,13.2727451,12.2442188,10.1953049,2.7896929,2.6768961,2.0489140,3.0774403,-10.4212542,.0002855,10,7.2073413,2.6768961,2.0489140,3.0774403,4.1559838 
1,1717185,610949.5000000,341197.3750000,231252.9375000,594039.8125000,51987.1562500,1.3189697,.9282597,.9924793,.9255897,1.4093876,1649972,1.0879593,.9623692,1.0553732,.5734619,1366.6000977,103,1976,0,9,7,14.3561964,.0843037,-.0744437,.2768509,-.0075492,-.0773242,.3431553,1717184,14.3561964,463202.0625000,367566.7187500,233005.3125000,641796.0625000,36886.3437500,13.0459185,12.8146601,13.3720255,12.3588161,10.5155964,2.5303221,2.2990637,1.8432198,2.8564291,-10.7415457,.0071071,10,7.2200813,2.2990637,1.8432198,2.8564291,3.8406002 
1,1882938,685969.6250000,370303.7500000,266887.5000000,657907.1875000,44009.4453125,1.3985271,.9281156,1.0227709,.8887757,1.3128567,1879981,1.1847143,1.0288467,1.0593987,.5828337,1409.6999512,98,1977,0,9,8,14.4483442,.1695017,-.0745990,.3354197,.0225155,-.1179104,.2722054,1882936.8750000,14.4483433,490494.3125000,398984.5000000,260945.5468750,740239.8125000,33521.8945313,13.1031685,12.8966780,13.5147295,12.4720669,10.4199543,2.6832142,2.4767237,2.0521126,3.0947752,-10.6459036,.0287308,10,7.2511322,2.4767237,2.0521126,3.0947752,4.0283898 
1,2138092,810844.4375000,388686,285923.5000000,745898,38992.5390625,1.5477247,.9304247,.9908824,.8616397,1.2196722,2172658,1.3797407,1.1058531,1.0154705,.6342535,1509.1999512,97,1978,0,9,9,14.5754242,.3218956,-.0721141,.4367859,-.0091594,-.1489181,.1985821,2138091,14.5754242,523894.4687500,417751.1562500,288554.4375000,865672.7500000,31969.6875000,13.1690454,12.9426413,13.6712618,12.5726395,10.3725433,2.7965021,2.5700979,2.2000961,3.2987185,-10.5984926,.1036168,10,7.3193350,2.5700979,2.2000961,3.2987185,4.2028809 
1,2501891,888527.4375000,579953.4375000,312285.8750000,840498,49531.6289063,1.5198135,.9452416,1.0648375,.8676214,1.3129454,2445512,1.4731178,1.2043419,1.0960579,.6441380,1620,74,1979,0,9,10,14.7325573,.3873811,-.0563147,.4185877,.0628222,-.1419999,.2722730,2501889.7500000,14.7325573,584629.2500000,613550.4375000,293270.9375000,968738.2500000,37725.5820313,13.2787333,13.3270178,13.7837496,12.5888519,10.5380936,2.7406397,2.7889242,2.0507584,3.2456560,-10.7640429,.1500641,10,7.3901814,2.7889242,2.0507584,3.2456560,4.1944637 
1,1234484,441209.8125000,146077,255583.6250000,489996.5625000,31678.5703125,1.5578699,1.4300117,1.2602377,1.4780378,1.1489782,1140390,1.0613623,.6640735,1.2458420,.4886142,979,67,1970,0,10,1,14.0261641,.0595532,.3576827,.4433194,.2313004,.3907154,.1388731,1234483.1250000,14.0261631,283213.5000000,102150.9062500,202805.8906250,331518.2812500,27571.0800781,12.5539560,11.5342064,12.7114382,12.2200050,10.2245226,2.3294334,1.3096838,1.9954824,2.4869156,-10.4504719,.0035466,14,6.8865316,1.3096838,1.9954824,2.4869156,3.8016409 
1,1237128,440279.6250000,146586,237462.1875000,481572.3750000,30839.6523438,1.4839420,1.4131927,1.2473202,1.2781677,1.1533728,1236742,1.0873461,.6681395,1.2356205,.4964509,975,73,1971,0,10,2,14.0283031,.0837399,.3458515,.3947021,.2209974,.2454276,.1426905,1237127.1250000,14.0283022,296695.9687500,103726.8281250,190377.8906250,376767.7500000,26738.6679688,12.6004629,11.5495157,12.8393841,12.1567659,10.1938658,2.4065971,1.3556499,1.9629002,2.6455183,-10.4198151,.0070124,14,6.8824375,1.3556499,1.9629002,2.6455183,3.8344371 
1,1339337,485768.7500000,159575.5000000,248308.1875000,526818.3125000,34726.3750000,1.5791874,1.4449100,1.2805490,1.2192802,1.1427794,1400107,1.2420425,.6907572,1.2642441,.5638488,956.3000488,65,1972,0,10,3,14.1076851,.2167572,.3680471,.4569104,.2472889,.1982607,.1334633,1339336.1250000,14.1076851,307606.7812500,110439.7500000,193907.5937500,432073.1875000,30387.6464844,12.6365776,11.6122255,12.9763498,12.1751366,10.3217916,2.3147860,1.2904339,1.8533449,2.6545582,-10.5477409,.0469837,14,6.8630717,1.2904339,1.8533449,2.6545582,3.7858938 
1,1773817,647205.8750000,319724,263617,624006.1250000,24527.8398438,1.6331625,1.2942581,1.3668928,1.2189064,1.0729923,1689932,1.2145262,.8067980,1.3280926,.5403224,922.1000977,66,1974,0,10,5,14.3886442,.1943540,.2579376,.4905183,.3125401,.1979541,.0704513,1773815.8750000,14.3886433,396289.9375000,247032.6406250,192858.5781250,511939.3437500,22859.2871094,12.8899012,12.4172754,13.1459618,12.1697121,10.0371132,2.8527880,2.3801622,2.1325989,3.1088486,-10.2630625,.0377735,14,6.8266538,2.3801622,2.1325989,3.1088486,4.3515315 
1,1886863,678578.2500000,356947.4375000,284217.9375000,666495.5000000,26596.8242188,1.5565634,1.2167397,1.3424511,1.1967125,.9932653,1728098,1.1733322,.8884789,1.2966948,.5488834,902.1999512,67,1975,0,10,6,14.4504261,.1598478,.1961749,.4424804,.2944971,.1795782,-.0067575,1886861.8750000,14.4504251,435946.4375000,293363.8437500,211715.6718750,556938.6875000,26777.1621094,12.9852743,12.5891685,13.2302103,12.2629995,10.1953049,2.7899694,2.3938637,2.0676947,3.0349054,-10.4212542,.0255513,14,6.8048362,2.3938637,2.0676947,3.0349054,4.2551216 
1,1985857,707664.8750000,383269.5000000,313693.2500000,712507.8750000,35987.4335938,1.5273867,1.1986551,1.3098526,1.1993113,.9756296,1935628,1.2345467,.9696395,1.2659569,.5834579,898.8999023,62,1976,0,10,7,14.5015612,.2107038,.1812002,.4235582,.2699146,.1817474,-.0246723,1985855.7500000,14.5015602,463317.4375000,319749.5937500,239487.4375000,594097.5625000,36886.3710938,13.0461674,12.6752939,13.2947989,12.3862562,10.5155973,2.5305700,2.1596966,1.8706589,2.7792015,-10.7415466,.0443961,14,6.8011717,2.1596966,1.8706589,2.7792015,3.9859637 
1,2269595,794731.3750000,456130.3125000,347352.3750000,839712.2500000,30461.8164063,1.6202650,1.2391787,1.3148031,1.2395868,.9087139,2182960,1.3055363,1.0342560,1.2616587,.5884409,902.3999023,62,1977,0,10,8,14.6351118,.2666139,.2144488,.4825897,.2736869,.2147781,-.0957249,2269593.7500000,14.6351118,490494.6875000,368090.8437500,264185.8437500,677413,33521.8984375,13.1031694,12.8160849,13.4260368,12.4844084,10.4199543,2.6832151,2.3961306,2.0644541,3.0060825,-10.6459036,.0710830,14,6.8050578,2.3961306,2.0644541,3.0060825,4.2151578 
1,2425659,849851.1250000,476174.2500000,367931.2500000,933471,28517.1875000,1.6216316,1.2179165,1.2428455,1.1811037,.8920067,2344622,1.4470978,1.1173096,1.1972237,.6396047,897.1000977,67,1978,0,10,9,14.7016134,.3695600,.1971416,.4834328,.2174035,.1664494,-.1142816,2425657.7500000,14.7016134,524071.6250000,390974.4687500,296039.4062500,790337.8750000,31969.7011719,13.1693840,12.8763971,13.5802155,12.5982475,10.3725443,2.7968397,2.5038528,2.2257032,3.2076712,-10.5984936,.1365746,14,6.7991674,2.5038528,2.2257032,3.2076712,4.3290699 
1,2935958,959742.0625000,710120,354546.1875000,1094993,35777.5078125,1.6385841,1.2035275,1.1901140,1.2076702,.9483625,2730508,1.6165771,1.2125616,1.1582823,.6405758,916,80,1979,0,10,10,14.8925447,.4803110,.1852568,.4938325,.1740491,.1886931,-.0530185,2935956.5000000,14.8925438,585714.2500000,590032.2500000,297909.4375000,906698.6875000,37725.5625000,13.2805872,13.2879324,13.7175655,12.6045446,10.5380936,2.7424936,2.7498388,2.0664511,3.1794720,-10.7640429,.2306987,14,6.8200164,2.7498388,2.0664511,3.1794720,4.3544512 
1,3314025,1029454.1250000,960876.5625000,475486.0625000,1139620,50355.9726563,1.5691452,1.0554295,1.2261534,1.1093292,1.0236187,3083206,1.4640503,1.4269180,1.1993294,.6181663,904.0998535,76,1980,0,10,11,15.0136738,.3812068,.0539478,.4505310,.2038819,.1037555,.0233441,3314023.2500000,15.0136738,656060.4375000,910412.8750000,387786.7812500,1027305.5000000,49194.0742188,13.3940086,13.7216539,13.8424501,12.8682108,10.8035288,2.5904799,2.9181252,2.0646820,3.0389214,-11.0294781,.1453186,14,6.8069398,2.9181252,2.0646820,3.0389214,4.2101456 
1,3391630,1106720,963884.8125000,439248.8750000,1130123,107278.2500000,1.5374002,.9318975,1.2611818,1.0383015,1.6726103,3209963,1.3582888,1.4873924,1.3323689,.6241248,919.1000977,70,1981,0,10,12,15.0368214,.3062257,-.0705325,.4300928,.2320492,.0375862,.5143855,3391628,15.0368204,719864.5625000,1034324.9375000,348283.5312500,1088434.3750000,64138.2226563,13.4868183,13.8492594,13.9002504,12.7607718,11.0687962,2.4180222,2.7804632,1.6919756,2.8314543,-11.2947454,.0937742,14,6.8233950,2.7804632,1.6919756,2.8314543,3.9680254 
1,3340352,1121311,854948.8750000,506167.7500000,1152032,125334.5000000,1.5086231,.8727186,1.2675381,.9768263,1.5407219,3012806,1.3386011,1.6006470,1.3218155,.6315489,935.6999512,70,1982,0,10,13,15.0215864,.2916251,-.1361421,.4111974,.2370765,-.0234464,.4322511,3340350,15.0215864,743267.8125000,979638.6250000,399331.4062500,1179362.1250000,81347.9062500,13.5188122,13.7949390,13.9804840,12.8975468,11.3064899,2.2123222,2.4884491,1.5910568,2.6739941,-11.5324392,.0850452,14,6.8412949,2.4884491,1.5910568,2.6739941,3.7150964 
1,3397273,1238296,782783.5000000,591057.7500000,1140597,127108.3125000,1.6372795,.8941889,1.2799034,.9302106,1.6541824,3075610,1.4330873,1.6848650,1.3397160,.6414165,972.6000977,77,1983,0,10,14,15.0384836,.3598311,-.1118383,.4930360,.2467846,-.0723443,.5033069,3397270.7500000,15.0384827,756313.1250000,875411.8125000,461798.7187500,1226170.7500000,76840.5625000,13.5362110,13.6824493,14.0194063,13.0428848,11.2494879,2.2867231,2.4329615,1.7933969,2.7699184,-11.4754372,.1294784,14,6.8799730,2.4329615,1.7933969,2.7699184,3.7889957 
1,3571689,1379689,781575.9375000,707998.7500000,1128429,133170.1875000,1.7681170,.9348931,1.3134375,.8959348,1.5456791,3348855,1.5133724,1.8145552,1.3505516,.6217795,968.1000977,90,1984,0,10,15,15.0885496,.4143406,-.0673231,.5699151,.2726477,-.1098877,.4354634,3571686.5000000,15.0885487,780315.4375000,836005.6250000,539042.6250000,1259499.1250000,86156.4296875,13.5674534,13.6363907,14.0462246,13.1975498,11.3639202,2.2035332,2.2724705,1.8336296,2.6823044,-11.5898695,.1716781,14,6.8753355,2.2724705,1.8336296,2.6823044,3.7246293 
1,1522649,441805.3750000,192063,342851.5625000,662103.5625000,63650.8828125,1.5599728,1.7697935,1.7614241,1.6911850,2.3086119,1509527,1.3478918,.6617835,1.8370275,.5187491,679,93,1970,0,11,1,14.2359619,.2985418,.5708629,.4446684,.5661226,.5254295,.8366464,1522647.7500000,14.2359610,283213.5312500,108522.8281250,194644.5312500,391502.7500000,27571.0625000,12.5539560,11.5947161,12.8777475,12.1789303,10.2245216,2.3294344,1.3701944,1.9544086,2.6532259,-10.4504709,.0891272,14,6.5206211,1.3701944,1.9544086,2.6532259,4.0114401 
1,1492491,422156.5625000,186028,317807.6250000,653365.5000000,68293.5625000,1.4228582,1.6190062,1.7294931,1.6252279,2.5541134,1506101,1.2724581,.6651980,1.8456631,.4987299,749,97,1971,0,11,2,14.2159567,.2409505,.4818125,.3526677,.5478284,.4856481,.9377052,1492489.7500000,14.2159567,296696.1562500,114902.5859375,183757.6718750,402014.6875000,26738.6582031,12.6004639,11.6518402,12.9042435,12.1213732,10.1938658,2.4065981,1.4579744,1.9275074,2.7103777,-10.4198151,.0580572,14,6.6187390,1.4579744,1.9275074,2.7103777,4.0220914 
1,1650616,456186.1875000,195223,341778.4375000,746306.5625000,53102.1718750,1.4830170,1.6760387,1.8184261,1.6421986,1.7474928,1721411,1.4279480,.6891335,1.8136749,.5460420,707.6999512,100,1972,0,11,3,14.3166590,.3562385,.5164331,.3940785,.5979714,.4960359,.5581821,1650614.7500000,14.3166580,307606.8437500,116478.8125000,187952.8906250,454455.7500000,30387.6347656,12.6365776,11.6654644,13.0268555,12.1439466,10.3217907,2.3147869,1.3436737,1.8221560,2.7050648,-10.5477400,.1269058,14,6.5620202,1.3436737,1.8221560,2.7050648,3.9948681 
1,1790890,521513.0625000,212358,329639.3125000,775629.3125000,51236.5351563,1.5692663,1.6888905,1.8552418,1.6484556,1.7842798,1935192,1.5377073,.7054102,1.8505840,.5584140,690.3999023,96,1973,0,11,4,14.3982229,.4302925,.5240718,.4506082,.6180151,.4998389,.5790149,1790888.7500000,14.3982229,332329.2187500,125738.1718750,177679.9687500,470518.7812500,28715.5273438,12.7138815,11.7419567,13.0615911,12.0877390,10.2651930,2.4486885,1.4767637,1.8225460,2.7963982,-10.4911423,.1851517,14,6.5372710,1.4767637,1.8225460,2.7963982,4.1330300 
1,2076701,615853.0625000,310456,361611.9375000,874927.6250000,37961.2070313,1.5540476,1.4913197,1.8927927,1.6754627,1.6606464,2183572,1.5424137,.8002861,1.8609324,.5960861,676.6999512,97,1974,0,11,5,14.5462914,.4333485,.3996614,.4408629,.6380534,.5160894,.5072070,2076699.5000000,14.5462904,396289.7187500,208175.3593750,191046.7656250,522200.5937500,22859.2949219,12.8899012,12.2461357,13.1658068,12.1602736,10.0371132,2.8527880,2.2090225,2.1231604,3.1286936,-10.2630625,.1877910,14,6.5172280,2.2090225,2.1231604,3.1286936,4.5091780 
1,2235065,661354.1250000,368328,398441.2500000,935166.1875000,43856.5195313,1.5170536,1.4257345,1.9084463,1.6919107,1.6378326,2104006,1.4599953,.8800232,1.8725233,.5788122,668.5000000,97,1975,0,11,6,14.6197805,.3784332,.3546871,.4167700,.6462895,.5258585,.4933738,2235063.2500000,14.6197805,435946.4375000,258342.6250000,208777.8125000,552727.8750000,26777.1679688,12.9852743,12.4620419,13.2226210,12.2490263,10.1953049,2.7899694,2.2667370,2.0537214,3.0273161,-10.4212542,.1432117,14,6.5050364,2.2667370,2.0537214,3.0273161,4.4244760 
1,2599251,792979.8125000,477213.9375000,444591.4375000,1054976,58898.3789063,1.7115269,1.5217848,1.9044228,1.6847439,1.5967522,2539481,1.6376133,.9610992,1.8657799,.6036254,654.6999512,99,1976,0,11,7,14.7707338,.4932399,.4198838,.5373859,.6441789,.5216135,.4679717,2599249.2500000,14.7707329,463317.1875000,313588.3125000,233452.0781250,626193.6875000,36886.3632813,13.0461674,12.6558361,13.3474150,12.3607321,10.5155973,2.5305700,2.1402388,1.8451347,2.8318176,-10.7415466,.2432856,14,6.4841770,2.1402388,1.8451347,2.8318176,4.2551367 
1,2864865,894067.7500000,556470.3750000,484942.8750000,1141665,55630.5273438,1.8227892,1.5861387,1.8785191,1.6620455,1.6595287,2842223,1.7347069,1.0259304,1.8494148,.6086168,663.1999512,94,1977,0,11,8,14.8680315,.5508385,.4613026,.6003678,.6304837,.5080491,.5065337,2864863,14.8680315,490494.3125000,350833.3437500,258151.6875000,686903.5625000,33521.8828125,13.1031685,12.7680664,13.4399490,12.4613028,10.4199533,2.6832151,2.3481131,2.0413494,3.0199957,-10.6459026,.3034230,14,6.4970765,2.3481131,2.0413494,3.0199957,4.4480781 
1,3233914,1010923.1875000,633111.3750000,542707,1331849,56381.2968750,1.9289799,1.6798744,1.8464689,1.6870680,1.7635851,3394206,2.1344042,1.1143713,1.8313389,.6411262,694.8000488,97,1978,0,11,9,14.9892035,.7581875,.5187190,.6569913,.6132751,.5229921,.5673487,3233912,14.9892035,524071.4062500,376880.1875000,293916.1250000,789445.9375000,31969.7050781,13.1693830,12.8396826,13.5790863,12.5910501,10.3725443,2.7968388,2.4671383,2.2185059,3.2065420,-10.5984936,.5748484,14,6.5436241,2.4671383,2.2185059,3.2065420,4.6166597 
1,4441160,1202369,1312187,758863.3750000,1625190,112465.1328125,1.8327103,1.5898609,1.9389372,1.6426029,2.2861538,4214227,2.0375881,1.4349365,1.9811411,.5839552,879.5998535,96,1980,0,11,11,15.3064260,.7117668,.4636465,.6057959,.6621400,.4962821,.8268709,4441157,15.3064251,656060.6250000,825347.0625000,391381.0937500,989399.1875000,49194.0351563,13.3940086,13.6235590,13.8048534,12.8774366,10.8035278,2.5904808,2.8200312,2.0739088,3.0013256,-11.0294771,.5066121,14,6.7794671,2.8200312,2.0739088,3.0013256,4.5028985 
1,4617041,1279853,1317138,676373,1709169,164910.4375000,1.7779083,1.3164301,1.9225149,1.5487709,2.5711718,4284603,1.8651752,1.4894381,2.0335159,.5962961,903.8999023,92,1981,0,11,12,15.3452644,.6233550,.2749236,.5754375,.6536342,.4374616,.9443617,4617038,15.3452635,719864.4375000,1000537.7500000,351816.7812500,1103564.7500000,64138.2421875,13.4868183,13.8160486,13.9140558,12.7708654,11.0687962,2.4180222,2.7472525,1.7020693,2.8452597,-11.2947454,.3885715,14,6.8067186,2.7472525,1.7020693,2.8452597,4.2764685 
1,4682400,1346642,1255951,791438.6875000,1715840,201774.2500000,1.8117876,1.3154202,1.9585419,1.3792677,2.4803877,4407863,2.0438843,1.6109343,2.0580435,.6279367,858.6999512,98,1982,0,11,13,15.3593216,.7148520,.2741561,.5943140,.6722003,.3215527,.9084149,4682396.5000000,15.3593206,743267.0625000,954790.7500000,404095.8750000,1244022.5000000,81347.8671875,13.5188103,13.7692471,14.0338602,12.9094076,11.3064899,2.2123203,2.4627571,1.6029177,2.7273703,-11.5324392,.5110134,14,6.7554196,2.4627571,1.6029177,2.7273703,4.0528315 
1,5134169,1671216,1237409,970130.3125000,1800406,206049.7500000,2.2096882,1.4226913,2.0724812,1.3839226,2.6815224,5035537,2.3028908,1.6983242,2.1686192,.6373670,825.8000488,136,1983,0,11,14,15.4514284,.8341652,.3525504,.7928514,.7287465,.3249219,.9863847,5134165.5000000,15.4514275,756313.0625000,869766.3125000,468100.9062500,1300944.1250000,76840.5859375,13.5362110,13.6759796,14.0786009,13.0564394,11.2494879,2.2867231,2.4264917,1.8069515,2.8291130,-11.4754372,.6958316,14,6.7163527,2.4264917,1.8069515,2.8291130,4.2019403 
1,5546840,1910140,1327290,1140238,1849440,233344.6250000,2.4479065,1.5965309,2.1048708,1.4839907,2.7083817,5775994,2.4424086,1.8275442,2.1976128,.6048172,786.1000977,151,1984,0,11,15,15.5287390,.8929847,.4678331,.8952332,.7442541,.3947349,.9963513,5546836,15.5287380,780315.7500000,831358.8125000,541714,1246261.2500000,86156.4765625,13.5674543,13.6308165,14.0356588,13.2024937,11.3639202,2.2035341,2.2668962,1.8385735,2.6717386,-11.5898695,.7974216,14,6.6670841,2.2668962,1.8385735,2.6717386,4.1648185 
1,286298,100973.4375000,37055,63114.8906250,103465.1875000,8577.5898438,.3557733,.3119429,.3176923,.2982773,.3111085,297608,.2624240,.6622477,.3169796,.5243342,559,45,1970,0,12,1,12.5647888,-1.3377938,-1.1649350,-1.0334615,-1.1466720,-1.2097316,-1.1676136,286297.7812500,12.5647879,283813.9687500,118787.7500000,198666.7500000,346875.8125000,27571.0585938,12.5560741,11.6850939,12.7567225,12.1993837,10.2245216,2.3315525,1.4605722,1.9748621,2.5322008,-10.4504709,1.7896923,15,6.3261495,1.4605722,1.9748621,2.5322008,2.3402666 
1,309290,110914.3125000,38412,55662.1406250,115675.5000000,8061.2695313,.3730279,.3102792,.2906064,.3057047,.3014836,321217,.2664332,.6693783,.2922353,.5371851,563,49,1971,0,12,2,12.6420345,-1.3226316,-1.1702827,-.9861020,-1.2357856,-1.1851356,-1.1990396,309289.8125000,12.6420336,297335.1562500,123798.1796875,191537.9218750,378389.6562500,26738.6640625,12.6026154,11.7264080,12.8436794,12.1628408,10.1938658,2.4087496,1.5325422,1.9689751,2.6498137,-10.4198151,1.7493544,15,6.3332796,1.5325422,1.9689751,2.6498137,2.4481687 
1,342056,114705.4375000,39970.2265625,58308.6406250,141370.1875000,8009.4023438,.3720754,.3252730,.2985078,.3241233,.2635744,366651,.3060434,.6932068,.2942911,.5821191,580.6000977,52,1972,0,12,3,12.7427301,-1.1840281,-1.1230905,-.9886588,-1.2089592,-1.1266313,-1.3334198,342055.7812500,12.7427292,308285.4687500,122882.1015625,195333.7187500,436161.7187500,30387.6386719,12.6387815,11.7189808,12.9857683,12.1824646,10.3217916,2.3169899,1.3971891,1.8606730,2.6639767,-10.5477409,1.4019227,15,6.3640622,1.3971891,1.8606730,2.6639767,2.4209386 
1,374595,124507.9375000,44199.6328125,56917.6562500,156506.1250000,8170.5078125,.3740664,.3366968,.3109698,.3449445,.2845329,410416,.3255858,.7119057,.3080038,.5794892,586.6000977,48,1973,0,12,4,12.8336010,-1.1221293,-1.0885725,-.9833221,-1.1680593,-1.0643716,-1.2569064,374594.7812500,12.8336000,332849.8750000,131274.2812500,183032.7343750,453713.8750000,28715.5117188,12.7154465,11.7850437,13.0252218,12.1174202,10.2651930,2.4502535,1.5198507,1.8522272,2.7600288,-10.4911423,1.2591742,15,6.3743433,1.5198507,1.8522272,2.7600288,2.5684080 
1,450037,155133,68984.0625000,61859.3984375,172572.4375000,7163.0703125,.3915927,.3106875,.3219627,.3405448,.3133548,477690,.3457060,.8051695,.3203506,.6065921,589.8999023,45,1974,0,12,5,13.0170851,-1.0621666,-1.1689677,-.9375329,-1.1333195,-1.0772085,-1.1604192,450036.7500000,13.0170841,396159.0312500,222036.8281250,192132.1875000,506753.9687500,22859.2968750,12.8895712,12.3105984,13.1357813,12.1659393,10.0371132,2.8524580,2.2734852,2.1288261,3.0986681,-10.2630625,1.1281978,15,6.3799529,2.2734852,2.1288261,3.0986681,2.9799719 
1,510412,177338.5000000,90148.6875000,67954.8750000,192996.6250000,9121.7265625,.4069018,.3234370,.3283443,.3323814,.3406532,507965,.3675167,.8822970,.3297522,.6072696,592.3000488,40,1975,0,12,6,13.1429739,-1.0009866,-1.1287508,-.8991833,-1.1136925,-1.1014721,-1.0768903,510411.7187500,13.1429729,435826.2500000,278720.9687500,206962.2656250,580648.0625000,26777.1660156,12.9849987,12.5379667,13.2719002,12.2402916,10.1953049,2.7896938,2.3426619,2.0449867,3.0765953,-10.4212542,1.0019741,15,6.3840133,2.3426619,2.0449867,3.0765953,2.9476687 
1,575347,195664.1250000,108036.6875000,78993.5000000,217729.4375000,12419.2539063,.4224163,.3524114,.3394974,.3463422,.3366895,592444,.4099366,.9616514,.3400006,.5824245,610.8000488,44,1976,0,12,7,13.2627287,-.8917527,-1.0429561,-.8617640,-1.0802890,-1.0603280,-1.0885941,575346.6875000,13.2627277,463202.1562500,306564.1250000,232677.7812500,628654.0625000,36886.3671875,13.0459185,12.6331825,13.3513365,12.3574095,10.5155973,2.5303211,2.1175852,1.8418121,2.8357391,-10.7415466,.7952229,15,6.4147697,2.1175852,1.8418121,2.8357391,2.7471313 
1,669331,221864.4375000,137543.8750000,88070.6250000,254760.9375000,11020.4804688,.4523283,.3862804,.3470016,.3606134,.3287546,676257,.4480228,1.0215025,.3445530,.5739723,645.5000000,46,1977,0,12,8,13.4140339,-.8029110,-.9511918,-.7933471,-1.0584259,-1.0199488,-1.1124437,669330.6250000,13.4140339,490494.3125000,356072.6562500,253804.6562500,706465.5000000,33521.9062500,13.1031685,12.7828903,13.4680300,12.4443197,10.4199543,2.6832142,2.3629360,2.0243654,3.0480757,-10.6459036,.6446661,15,6.4700252,2.3629360,2.0243654,3.0480757,2.9940796 
1,783799,273241.3750000,154361.5000000,95780.3750000,297711,11960.5976563,.5215585,.4080282,.3513824,.3637622,.3741232,814626,.5395951,1.0890274,.3534982,.6542559,645.6000977,46,1978,0,12,9,13.5719080,-.6169362,-.8964189,-.6509339,-1.0458801,-1.0112549,-.9831703,783798.6250000,13.5719070,523894.0625000,378310.8125000,272581.5625000,818422.0625000,31969.6796875,13.1690445,12.8434715,13.6151333,12.5156927,10.3725433,2.7965012,2.4709282,2.1431494,3.2425900,-10.5984926,.3806103,15,6.4701803,2.4709282,2.1431494,3.2425900,3.1993647 
1,913883,284542.9375000,225048.5625000,107950,344198,14150,.4867066,.4052980,.3889552,.3932142,.3750774,905981,.5393819,1.1858034,.3872052,.6310554,647,52,1979,0,12,10,13.7254581,-.6173315,-.9031327,-.7200938,-.9442910,-.9334007,-.9806229,913882.5625000,13.7254572,584629.2500000,555266.8750000,277538.3750000,875344.7500000,37725.5507813,13.2787333,13.2272043,13.6823730,12.5337143,10.5380926,2.7406406,2.6891117,1.9956217,3.1442804,-10.7640419,.3810982,15,6.4723463,2.6891117,1.9956217,3.1442804,3.1873650 
1,1041517,299062.8750000,296634.8750000,197038.2500000,371759,18348.2421875,.4576493,.3488502,.4591697,.3806063,.3729766,965093,.4679673,1.4796972,.4476547,.5692400,679,50,1980,0,12,11,13.8561888,-.7593569,-1.0531127,-.7816522,-.7783355,-.9659898,-.9862396,1041516.3125000,13.8561878,653476.1250000,850321.6875000,429118.5937500,976754.7500000,49194.0820313,13.3900614,13.6533699,13.7919912,12.9694881,10.8035288,2.5865326,2.8498411,2.1659594,2.9884624,-11.0294781,.5766229,15,6.5206211,2.8498411,2.1659594,2.9884624,3.0526603 
1,1125795,330631.7500000,325944.3125000,139860.3125000,390604,24010.0429688,.4612862,.3209346,.3975140,.3556390,.3743483,1022572,.4505442,1.4851503,.3960195,.5896819,703.3999023,47,1981,0,12,12,13.9340000,-.7972990,-1.1365179,-.7737367,-.9225250,-1.0338391,-.9825685,1125794.3750000,13.9339991,716760.5625000,1015609.8125000,351837.4062500,1098316,64138.2382813,13.4824972,13.8309994,13.9092884,12.7709246,11.0687962,2.4137011,2.7622032,1.7021284,2.8404922,-11.2947454,.6356857,15,6.5559256,2.7622032,1.7021284,2.8404922,2.8652040 
